country_code,Country,Country_gr,Year,Population,female_population,Deaths,Female deaths,Intentional female homicides,intentional_family,intentional_partner,Int_homicide_by_family_and_partner,femicides,homicide_total,vic_intimate_violence,reported_offences_int_violence,men_perpetrators_int_violence,physical_violence,psychological_violence,sexual_violence,economic_violence,rape_victims,protection_orders,men_prosecuted_for_int_violence,men_sentenced,men_held_in_prison,female_rape_victims,female_sex_assault_victims,rape_convicted,rape_prosecuted,rape_suspected,sex_assault_convicted,sex_assault_prosecuted,sex_assault_suspected,Intentional female homicides_pct_change,intentional_family_pct_change,intentional_partner_pct_change,Int_homicide_by_family_and_partner_pct_change,femicides_pct_change,homicide_total_pct_change,vic_intimate_violence_pct_change,reported_offences_int_violence_pct_change,men_perpetrators_int_violence_pct_change,physical_violence_pct_change,psychological_violence_pct_change,sexual_violence_pct_change,economic_violence_pct_change,rape_victims_pct_change,protection_orders_pct_change,men_prosecuted_for_int_violence_pct_change,men_sentenced_pct_change,men_held_in_prison_pct_change,rape_convicted_pct_change,rape_prosecuted_pct_change,rape_suspected_pct_change,sex_assault_convicted_pct_change,sex_assault_prosecuted_pct_change,sex_assault_suspected_pct_change,female_rape_victims_pct_change,female_sex_assault_victims_pct_change,male_population,Intentional female homicides_per_100000,intentional_family_per_100000,intentional_partner_per_100000,Int_homicide_by_family_and_partner_per_100000,femicides_per_100000,homicide_total_per_100000,vic_intimate_violence_per_100000,reported_offences_int_violence_per_100000,physical_violence_per_100000,psychological_violence_per_100000,sexual_violence_per_100000,economic_violence_per_100000,rape_victims_per_100000,female_rape_victims_per_100000,female_sex_assault_victims_per_100000,men_perpetrators_int_violence_per_100000,protection_orders_per_100000,men_prosecuted_for_int_violence_per_100000,men_sentenced_per_100000,men_held_in_prison_per_100000,rape_convicted_per_100000,rape_prosecuted_per_100000,rape_suspected_per_100000,sex_assault_convicted_per_100000,sex_assault_prosecuted_per_100000,sex_assault_suspected_per_100000,pct_of_jailed_from_prosecuted,pct_of_sentenced_from_prosecuted,comparable_femicides_countries,comparable_countries_reported_offences
CY,Cyprus,Κύπρος,2017,854802.0,438139.0,6164.0,2910.0,0.0,0.0,0.0,0.0,,7.0,497.0,774.0,609.0,499.0,249.0,26.0,,19.0,,,,,0.0,0.0,10.0,18.0,16.0,11.0,23.0,1.0,-100.0,,,,,-36.4,-4.2,-6.7,-2.6,-2.2,-11.4,-33.3,,-13.6,,,,,-47.4,-21.7,-27.3,-56.0,-57.4,-50.0,,,416663.0,0.0,0.0,0.0,0.0,,1.6,113.4,176.7,113.9,56.8,5.9,,4.3,0.0,0.0,146.2,,,,,2.4,4.3,3.8,2.6,5.5,0.2,,,False,False
CY,Cyprus,Κύπρος,2018,864236.0,442728.0,5922.0,2792.0,6.0,0.0,0.0,0.0,,6.0,,,,,,,,28.0,,,,,0.0,0.0,10.0,17.0,26.0,22.0,33.0,1.0,inf,,,,,-14.3,,,,,,,,47.4,,,,,0.0,-5.6,62.5,100.0,43.5,0.0,,,421508.0,1.4,0.0,0.0,0.0,,1.4,,,,,,,6.3,0.0,0.0,,,,,,2.4,4.0,6.2,5.2,7.8,0.2,,,False,False
CY,Cyprus,Κύπρος,2019,875899.0,448068.0,6354.0,2985.0,10.0,0.0,0.0,0.0,9.0,10.0,,,,,,,,16.0,,,,,0.0,0.0,5.0,16.0,23.0,25.0,49.0,1.0,66.7,,,,,66.7,,,,,,,,-42.9,,,,,-50.0,-5.9,-11.5,13.6,48.5,0.0,,,427831.0,2.2,0.0,0.0,0.0,2.0,2.2,,,,,,,3.6,0.0,0.0,,,,,,1.2,3.7,5.4,5.8,11.5,0.2,,,False,False
CY,Cyprus,Κύπρος,2020,888005.0,453534.0,6553.0,3083.0,5.0,0.0,0.0,0.0,5.0,5.0,,,,,,,,27.0,,,,,0.0,0.0,0.0,0.0,23.0,0.0,0.0,2.0,-50.0,,,,-44.4,-50.0,,,,,,,,68.8,,,,,-100.0,-100.0,0.0,-100.0,-100.0,100.0,,,434471.0,1.1,0.0,0.0,0.0,1.1,1.1,,,,,,,6.0,0.0,0.0,,,,,,0.0,0.0,5.3,0.0,0.0,0.5,,,False,False
CY,Cyprus,Κύπρος,2021,896007.0,458357.0,,,7.0,,,,5.0,7.0,,,,,,,,,,,,,,,,,,,,,40.0,,,,0.0,40.0,,,,,,,,,,,,,,,,,,,,,437650.0,1.5,,,,1.1,1.5,,,,,,,,,,,,,,,,,,,,,,,False,False
CY,Cyprus,Κύπρος,2022,904705.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,-42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
CZ,Czechia,Τσεχία,2011,10486731.0,,107156.0,52752.0,44.0,10.0,20.0,30.0,,,,,,,,,,,,,,,601.0,786.0,178.0,388.0,404.0,300.0,444.0,674.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True
CZ,Czechia,Τσεχία,2012,10505445.0,5347235.0,108449.0,53679.0,48.0,15.0,16.0,31.0,,,,,,,,,,,,,,,592.0,673.0,429.0,844.0,399.0,7.0,24.0,664.0,9.1,50.0,-20.0,3.3,,,,,,,,,,,,,,,141.0,117.5,-1.2,-97.7,-94.6,-1.5,-1.5,-14.4,5158210.0,0.9,0.3,0.3,0.6,,,,,,,,,,11.1,12.6,,,,,,8.3,16.4,7.7,0.1,0.5,12.9,,,True,True
CZ,Czechia,Τσεχία,2013,10516125.0,5351776.0,109367.0,54066.0,51.0,6.0,12.0,18.0,,,,,,,,,,,,,,,570.0,726.0,464.0,747.0,364.0,15.0,21.0,540.0,6.2,-60.0,-25.0,-41.9,,,,,,,,,,,,,,,8.2,-11.5,-8.8,114.3,-12.5,-18.7,-3.7,7.9,5164349.0,1.0,0.1,0.2,0.3,,,,,,,,,,10.7,13.6,,,,,,9.0,14.5,7.0,0.3,0.4,10.5,,,True,True
CZ,Czechia,Τσεχία,2014,10512419.0,5350039.0,105824.0,51947.0,45.0,12.0,9.0,21.0,32.0,59.0,2550.0,3211.0,1829.0,888.0,1351.0,185.0,34.0,185.0,,783.0,344.0,,612.0,640.0,457.0,765.0,388.0,16.0,18.0,506.0,-11.8,100.0,-25.0,16.7,,,,,,,,,,,,,,,-1.5,2.4,6.6,6.7,-14.3,-6.3,7.4,-11.8,5162380.0,0.8,0.2,0.2,0.4,0.6,1.1,47.7,60.0,16.6,25.3,3.5,0.6,3.5,11.4,12.0,35.4,,15.2,6.7,,8.9,14.8,7.5,0.3,0.3,9.8,,43.9,True,True
CZ,Czechia,Τσεχία,2015,10538275.0,5361348.0,111529.0,55305.0,49.0,8.0,12.0,20.0,25.0,41.0,2523.0,3173.0,1802.0,928.0,1293.0,184.0,30.0,184.0,,687.0,267.0,,559.0,676.0,474.0,782.0,385.0,10.0,15.0,485.0,8.9,-33.3,33.3,-4.8,-21.9,-30.5,-1.1,-1.2,-1.5,4.5,-4.3,-0.5,-11.8,-0.5,,-12.3,-22.4,,3.7,2.2,-0.8,-37.5,-16.7,-4.2,-8.7,5.6,5176927.0,0.9,0.1,0.2,0.4,0.5,0.8,47.1,59.2,17.3,24.1,3.4,0.6,3.4,10.4,12.6,34.8,,13.3,5.2,,9.2,15.1,7.4,0.2,0.3,9.4,,38.9,True,True
CZ,Czechia,Τσεχία,2016,10553843.0,5367513.0,108066.0,52930.0,36.0,10.0,17.0,27.0,28.0,48.0,2116.0,2681.0,1740.0,739.0,1073.0,156.0,38.0,156.0,,642.0,280.0,,602.0,604.0,543.0,826.0,460.0,13.0,28.0,540.0,-26.5,25.0,41.7,35.0,12.0,17.1,-16.1,-15.5,-3.4,-20.4,-17.0,-15.2,26.7,-15.2,,-6.6,4.9,,14.6,5.6,19.5,30.0,86.7,11.3,7.7,-10.7,5186330.0,0.7,0.2,0.3,0.5,0.5,0.9,39.4,49.9,13.8,20.0,2.9,0.7,2.9,11.2,11.3,33.5,,12.4,5.4,,10.5,15.9,8.9,0.3,0.5,10.4,,43.6,True,True
CZ,Czechia,Τσεχία,2017,10578820.0,5378133.0,111607.0,54975.0,30.0,7.0,13.0,20.0,25.0,41.0,2209.0,2404.0,1984.0,731.0,1147.0,174.0,72.0,168.0,,590.0,267.0,,494.0,582.0,522.0,802.0,439.0,22.0,31.0,548.0,-16.7,-30.0,-23.5,-25.9,-10.7,-14.6,4.4,-10.3,14.0,-1.1,6.9,11.5,89.5,7.7,,-8.1,-4.6,,-3.9,-2.9,-4.6,69.2,10.7,1.5,-17.9,-3.6,5200687.0,0.6,0.1,0.2,0.4,0.5,0.8,41.1,44.7,13.6,21.3,3.2,1.3,3.1,9.2,10.8,38.1,,11.3,5.1,,10.0,15.4,8.4,0.4,0.6,10.5,,45.3,True,True
CZ,Czechia,Τσεχία,2018,10610055.0,5390264.0,113127.0,55645.0,,0.0,0.0,0.0,23.0,45.0,2102.0,2259.0,1892.0,552.0,889.0,119.0,91.0,178.0,,578.0,259.0,,0.0,0.0,530.0,787.0,433.0,22.0,34.0,537.0,,-100.0,-100.0,-100.0,-8.0,9.8,-4.8,-6.0,-4.6,-24.5,-22.5,-31.6,26.4,6.0,,-2.0,-3.0,,1.5,-1.9,-1.4,0.0,9.7,-2.0,-100.0,-100.0,5219791.0,,0.0,0.0,0.0,0.4,0.8,39.0,41.9,10.2,16.5,2.2,1.7,3.3,0.0,0.0,36.2,,11.1,5.0,,10.2,15.1,8.3,0.4,0.7,10.3,,44.8,True,True
CZ,Czechia,Τσεχία,2019,10649800.0,5405606.0,112665.0,55052.0,49.0,13.0,11.0,24.0,,,,,,,,,,,,,,,383.0,0.0,563.0,763.0,448.0,22.0,32.0,545.0,,inf,inf,inf,,,,,,,,,,,,,,,6.2,-3.0,3.5,0.0,-5.9,1.5,inf,,5244194.0,0.9,0.2,0.2,0.4,,,,,,,,,,7.1,0.0,,,,,,10.7,14.5,8.5,0.4,0.6,10.4,,,True,True
CZ,Czechia,Τσεχία,2020,10693939.0,5421943.0,129690.0,62774.0,58.0,11.0,12.0,23.0,,,,,,,,,,,,,,,328.0,0.0,452.0,667.0,411.0,41.0,41.0,487.0,18.4,-15.4,9.1,-4.2,,,,,,,,,,,,,,,-19.7,-12.6,-8.3,86.4,28.1,-10.6,-14.4,,5271996.0,1.1,0.2,0.2,0.4,,,,,,,,,,6.0,0.0,,,,,,8.6,12.7,7.8,0.8,0.8,9.2,,,True,True
CZ,Czechia,Τσεχία,2021,10494836.0,5426674.0,,,43.0,6.0,6.0,12.0,,,,,,,,,,,,,,,431.0,,,,,,,,-25.9,-45.5,-50.0,-47.8,,,,,,,,,,,,,,,,,,,,,31.4,,5068162.0,0.8,0.1,0.1,0.2,,,,,,,,,,7.9,,,,,,,,,,,,,,,True,True
CZ,Czechia,Τσεχία,2022,10516707.0,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True
DK,Denmark,Δανία,2011,5560628.0,,52379.0,26534.0,15.0,,,,,,,,,,,,,,,,,,744.0,903.0,205.0,265.0,0.0,193.0,298.0,0.0,-73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
DK,Denmark,Δανία,2012,5580516.0,2813740.0,52135.0,26349.0,16.0,,,,,,,,,,,,,,,,,,747.0,869.0,225.0,284.0,0.0,197.0,309.0,0.0,6.7,,,,,,,,,,,,,,,,,,9.8,7.2,,2.1,3.7,,0.4,-3.8,2766776.0,0.6,,,,,,,,,,,,,26.5,30.9,,,,,,8.1,10.3,0.0,7.1,11.2,0.0,,,False,False
DK,Denmark,Δανία,2013,5602628.0,2823776.0,52289.0,26264.0,13.0,,,,,,,,,,,,,,,,,,685.0,849.0,207.0,267.0,0.0,212.0,235.0,0.0,-18.8,,,,,,,,,,,,,,,,,,-8.0,-6.0,,7.6,-23.9,,-8.3,-2.3,2778852.0,0.5,,,,,,,,,,,,,24.3,30.1,,,,,,7.4,9.6,0.0,7.6,8.5,0.0,,,False,False
DK,Denmark,Δανία,2014,5627235.0,2834956.0,51150.0,25577.0,31.0,,,,,29.0,,,,,,,,256.0,,,,,699.0,1283.0,182.0,266.0,0.0,273.0,326.0,0.0,138.5,,,,,,,,,,,,,,,,,,-12.1,-0.4,,28.8,38.7,,2.0,51.1,2792279.0,1.1,,,,,1.0,,,,,,,9.0,24.7,45.3,,,,,,6.5,9.5,0.0,9.8,11.7,0.0,,,False,False
DK,Denmark,Δανία,2015,5659715.0,2848701.0,52397.0,26216.0,24.0,,,,,22.0,,,,,,,,287.0,,,,,839.0,1263.0,197.0,279.0,258.0,298.0,350.0,120.0,-22.6,,,,,-24.1,,,,,,,,12.1,,,,,8.2,4.9,inf,9.2,7.4,inf,20.0,-1.6,2811014.0,0.8,,,,,0.8,,,,,,,10.1,29.5,44.3,,,,,,7.0,9.9,9.2,10.6,12.5,4.3,,,False,False
DK,Denmark,Δανία,2016,5707251.0,2869364.0,52675.0,26355.0,23.0,,,,,16.0,,,,,,,,510.0,,,,,1168.0,1759.0,226.0,290.0,345.0,298.0,364.0,134.0,-4.2,,,,,-27.3,,,,,,,,77.7,,,,,14.7,3.9,33.7,0.0,4.0,11.7,39.2,39.3,2837887.0,0.8,,,,,0.6,,,,,,,17.8,40.7,61.3,,,,,,8.0,10.2,12.2,10.5,12.8,4.7,,,False,False
DK,Denmark,Δανία,2017,5748769.0,2888591.0,53076.0,26366.0,20.0,,,,,15.0,,,,,,,,564.0,,,,,1439.0,1814.0,223.0,313.0,411.0,307.0,436.0,144.0,-13.0,,,,,-6.2,,,,,,,,10.6,,,,,-1.3,7.9,19.1,3.0,19.8,7.5,23.2,3.1,2860178.0,0.7,,,,,0.5,,,,,,,19.5,49.8,62.8,,,,,,7.8,10.9,14.4,10.7,15.2,5.0,,,False,False
DK,Denmark,Δανία,2018,5781190.0,2904717.0,55053.0,27181.0,20.0,,,,,16.0,,,,,,,,645.0,,,,,1687.0,2010.0,211.0,347.0,438.0,367.0,464.0,157.0,0.0,,,,,6.7,,,,,,,,14.4,,,,,-5.4,10.9,6.6,19.5,6.4,9.0,17.2,10.8,2876473.0,0.7,,,,,0.6,,,,,,,22.2,58.1,69.2,,,,,,7.3,12.1,15.2,12.8,16.1,5.5,,,False,False
DK,Denmark,Δανία,2019,5806081.0,2917008.0,53777.0,26410.0,27.0,,,,,,,,,,,,,,,,,,1811.0,2308.0,251.0,343.0,453.0,605.0,769.0,196.0,35.0,,,,,,,,,,,,,,,,,,19.0,-1.2,3.4,64.9,65.7,24.8,7.4,14.8,2889073.0,0.9,,,,,,,,,,,,,62.1,79.1,,,,,,8.7,11.9,15.7,20.9,26.6,6.8,,,False,False
DK,Denmark,Δανία,2020,5822763.0,2925845.0,,,17.0,,,,,,,,,,,,,,,,,,1728.0,2457.0,265.0,352.0,469.0,499.0,618.0,190.0,-37.0,,,,,,,,,,,,,,,,,,5.6,2.6,3.5,-17.5,-19.6,-3.1,-4.6,6.5,2896918.0,0.6,,,,,,,,,,,,,59.1,84.0,,,,,,9.1,12.2,16.2,17.2,21.3,6.6,,,False,False
DK,Denmark,Δανία,2021,5840045.0,2935188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2904857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
DK,Denmark,Δανία,2022,5873420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
EE,Estonia,Εσθονία,2011,1329660.0,,15252.0,7762.0,14.0,,,,,,,,,,,,,,,,,,0.0,0.0,18.0,0.0,0.0,29.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
EE,Estonia,Εσθονία,2012,1325217.0,707079.0,15481.0,7854.0,17.0,,,,,,,,,,,,,,,,,,0.0,0.0,29.0,0.0,0.0,21.0,0.0,0.0,21.4,,,,,,,,,,,,,,,,,,61.1,,,-27.6,,,,,618138.0,2.4,,,,,,,,,,,,,0.0,0.0,,,,,,4.7,0.0,0.0,3.4,0.0,0.0,,,False,False
EE,Estonia,Εσθονία,2013,1320174.0,704007.0,15408.0,8050.0,18.0,,,,,,,,,,,,,,,,,,0.0,0.0,33.0,0.0,0.0,33.0,0.0,0.0,5.9,,,,,,,,,,,,,,,,,,13.8,,,57.1,,,,,616167.0,2.6,,,,,,,,,,,,,0.0,0.0,,,,,,5.4,0.0,0.0,5.4,0.0,0.0,,,False,False
EE,Estonia,Εσθονία,2014,1315819.0,700900.0,15489.0,8011.0,9.0,,,,3.0,10.0,,,,,,,,,51.0,,,,0.0,0.0,22.0,0.0,0.0,10.0,0.0,0.0,-50.0,,,,,,,,,,,,,,,,,,-33.3,,,-69.7,,,,,614919.0,1.3,,,,0.4,1.4,,,,,,,,0.0,0.0,,8.3,,,,3.6,0.0,0.0,1.6,0.0,0.0,,,False,False
EE,Estonia,Εσθονία,2015,1314870.0,700166.0,15344.0,8060.0,10.0,,,,6.0,10.0,0.82,,0.88,,,,,,55.0,,,,0.0,0.0,46.0,0.0,0.0,33.0,37.0,0.0,11.1,,,,100.0,0.0,,,,,,,,,7.8,,,,109.1,,,230.0,inf,,,,614704.0,1.4,,,,0.9,1.4,0.1,,,,,,,0.0,0.0,0.1,8.9,,,,7.5,0.0,0.0,5.4,6.0,0.0,,,False,False
EE,Estonia,Εσθονία,2016,1315944.0,699236.0,15319.0,8007.0,9.0,,,,4.0,9.0,0.83,,0.89,,,,,,47.0,,,,0.0,0.0,33.0,0.0,0.0,11.0,35.0,0.0,-10.0,,,,-33.3,-10.0,1.2,,1.1,,,,,,-14.5,,,,-28.3,,,-66.7,-5.4,,,,616708.0,1.3,,,,0.6,1.3,0.1,,,,,,,0.0,0.0,0.1,7.6,,,,5.4,0.0,0.0,1.8,5.7,0.0,,,False,False
EE,Estonia,Εσθονία,2017,1315635.0,698097.0,15478.0,8158.0,8.0,,,,6.0,14.0,0.79,,0.86,,,,,,72.0,,,,0.0,0.0,27.0,0.0,0.0,35.0,46.0,0.0,-11.1,,,,50.0,55.6,-4.8,,-3.4,,,,,,53.2,,,,-18.2,,,218.2,31.4,,,,617538.0,1.1,,,,0.9,2.0,0.1,,,,,,,0.0,0.0,0.1,11.7,,,,4.4,0.0,0.0,5.7,7.4,0.0,,,False,False
EE,Estonia,Εσθονία,2018,1319133.0,698049.0,15650.0,8269.0,5.0,,,,3.0,9.0,0.8,,0.87,,,8.0,,71.0,123.0,,461.0,116.0,0.0,0.0,39.0,45.0,0.0,37.0,31.0,0.0,-37.5,,,,-50.0,-35.7,1.3,,1.2,,,,,,70.8,,,,44.4,inf,,5.7,-32.6,,,,621084.0,0.7,,,,0.4,1.3,0.1,,,,1.1,,10.2,0.0,0.0,0.1,19.8,,74.2,18.7,6.3,7.2,0.0,6.0,5.0,0.0,,,False,False
EE,Estonia,Εσθονία,2019,1324820.0,699185.0,15234.0,8068.0,6.0,,,,,,,,,,,,,,,,,,0.0,0.0,44.0,59.0,0.0,21.0,27.0,0.0,20.0,,,,,,,,,,,,,,,,,,12.8,31.1,,-43.2,-12.9,,,,625635.0,0.9,,,,,,,,,,,,,0.0,0.0,,,,,,7.0,9.4,0.0,3.4,4.3,0.0,,,False,False
EE,Estonia,Εσθονία,2020,1328976.0,699699.0,,,10.0,,,,,,,,,,,,,,,,,,0.0,0.0,46.0,46.0,0.0,32.0,38.0,0.0,66.7,,,,,,,,,,,,,,,,,,4.5,-22.0,,52.4,40.7,,,,629277.0,1.4,,,,,,,,,,,,,0.0,0.0,,,,,,7.3,7.3,0.0,5.1,6.0,0.0,,,False,False
EE,Estonia,Εσθονία,2021,1330068.0,699153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
EE,Estonia,Εσθονία,2022,1331796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
FI,Finland,Φινλανδία,2011,5375276.0,,50434.0,25250.0,37.0,7.0,21.0,28.0,,32.0,,,,,,,,,,,,,855.0,1415.0,128.0,149.0,641.0,369.0,452.0,1328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False
FI,Finland,Φινλανδία,2012,5401267.0,2748733.0,51581.0,26084.0,40.0,14.0,16.0,30.0,,29.0,,,,,,,,,,,,,921.0,1446.0,188.0,251.0,752.0,354.0,440.0,1844.0,8.1,100.0,-23.8,7.1,,-9.4,,,,,,,,,,,,,46.9,68.5,17.3,-4.1,-2.7,38.9,7.7,2.2,2652534.0,1.5,0.5,0.6,1.1,,1.1,,,,,,,,33.5,52.6,,,,,,7.1,9.5,28.4,13.3,16.6,69.5,,,True,False
FI,Finland,Φινλανδία,2013,5426674.0,2760052.0,51378.0,25841.0,24.0,3.0,14.0,17.0,,21.0,,,,,,,,,,,,,869.0,1375.0,147.0,182.0,796.0,330.0,399.0,1275.0,-40.0,-78.6,-12.5,-43.3,,-27.6,,,,,,,,,,,,,-21.8,-27.5,5.9,-6.8,-9.3,-30.9,-5.6,-4.9,2666622.0,0.9,0.1,0.5,0.6,,0.8,,,,,,,,31.5,49.8,,,,,,5.5,6.8,29.9,12.4,15.0,47.8,,,True,False
FI,Finland,Φινλανδία,2014,5451270.0,2770906.0,52312.0,26438.0,27.0,3.0,15.0,18.0,15.0,25.0,4930.0,5546.0,4900.0,3799.0,1047.0,77.0,6.0,388.0,128.0,,,,892.0,1100.0,145.0,233.0,713.0,388.0,456.0,1377.0,12.5,0.0,7.1,5.9,,19.0,,,,,,,,,,,,,-1.4,28.0,-10.4,17.6,14.3,8.0,2.6,-20.0,2680364.0,1.0,0.1,0.5,0.6,0.5,0.9,177.9,200.2,137.1,37.8,2.8,0.2,14.0,32.2,39.7,182.8,4.8,,,,5.4,8.7,26.6,14.5,17.0,51.4,,,True,False
FI,Finland,Φινλανδία,2015,5471753.0,2779890.0,52177.0,26500.0,16.0,3.0,7.0,10.0,6.0,16.0,5040.0,5459.0,5006.0,3834.0,1112.0,88.0,6.0,414.0,98.0,,,,937.0,1466.0,160.0,210.0,808.0,363.0,430.0,1295.0,-40.7,0.0,-53.3,-44.4,-60.0,-36.0,2.2,-1.6,2.2,0.9,6.2,14.3,0.0,6.7,-23.4,,,,10.3,-9.9,13.3,-6.4,-5.7,-6.0,5.0,33.3,2691863.0,0.6,0.1,0.3,0.4,0.2,0.6,181.3,196.4,137.9,40.0,3.2,0.2,14.9,33.7,52.7,186.0,3.6,,,,5.9,7.8,30.0,13.5,16.0,48.1,,,True,False
FI,Finland,Φινλανδία,2016,5487308.0,2785818.0,53870.0,27001.0,22.0,4.0,12.0,16.0,11.0,20.0,5157.0,5622.0,5111.0,3893.0,1152.0,101.0,10.0,416.0,108.0,,,,1016.0,1710.0,204.0,276.0,819.0,350.0,408.0,1205.0,37.5,33.3,71.4,60.0,83.3,25.0,2.3,3.0,2.1,1.5,3.6,14.8,66.7,0.5,10.2,,,,27.5,31.4,1.4,-3.6,-5.1,-6.9,8.4,16.6,2701490.0,0.8,0.1,0.4,0.6,0.4,0.7,185.1,201.8,139.7,41.4,3.6,0.4,14.9,36.5,61.4,189.2,4.0,,,,7.6,10.2,30.3,13.0,15.1,44.6,,,True,False
FI,Finland,Φινλανδία,2017,5503297.0,2790970.0,53558.0,26827.0,30.0,5.0,16.0,21.0,14.0,23.0,5002.0,5365.0,4981.0,3632.0,1269.0,83.0,17.0,412.0,107.0,,,,1096.0,1539.0,183.0,270.0,930.0,351.0,419.0,1136.0,36.4,25.0,33.3,31.2,27.3,15.0,-3.0,-4.6,-2.5,-6.7,10.2,-17.8,70.0,-1.0,-0.9,,,,-10.3,-2.2,13.6,0.3,2.7,-5.7,7.9,-10.0,2712327.0,1.1,0.2,0.6,0.8,0.5,0.8,179.2,192.2,130.1,45.5,3.0,0.6,14.8,39.3,55.1,183.6,3.9,,,,6.7,10.0,34.3,12.9,15.4,41.9,,,True,False
FI,Finland,Φινλανδία,2018,5513130.0,2793999.0,54425.0,27343.0,24.0,3.0,16.0,19.0,18.0,22.0,4924.0,5487.0,4900.0,3680.0,1123.0,109.0,9.0,507.0,50.0,,,,1199.0,1860.0,180.0,248.0,787.0,354.0,397.0,1100.0,-20.0,-40.0,0.0,-9.5,28.6,-4.3,-1.6,2.3,-1.6,1.3,-11.5,31.3,-47.1,23.1,-53.3,,,,-1.6,-8.1,-15.4,0.9,-5.3,-3.2,9.4,20.9,2719131.0,0.9,0.1,0.6,0.7,0.6,0.8,176.2,196.4,131.7,40.2,3.9,0.3,18.1,42.9,66.6,180.2,1.8,,,,6.6,9.1,28.9,13.0,14.6,40.5,,,True,False
FI,Finland,Φινλανδία,2019,5517919.0,2794629.0,53834.0,26867.0,30.0,4.0,15.0,19.0,,23.0,,,,,,,,,,,,,1310.0,2140.0,187.0,269.0,1056.0,329.0,389.0,1457.0,25.0,33.3,-6.2,0.0,,4.5,,,,,,,,,,,,,3.9,8.5,34.2,-7.1,-2.0,32.5,9.3,15.1,2723290.0,1.1,0.1,0.5,0.7,,0.8,,,,,,,,46.9,76.6,,,,,,6.9,9.9,38.8,12.1,14.3,53.5,,,True,False
FI,Finland,Φινλανδία,2020,5525292.0,2797030.0,55421.0,27523.0,,0.0,0.0,0.0,,19.0,,,,,,,,,,,,,1352.0,2162.0,166.0,240.0,1261.0,311.0,372.0,1352.0,,-100.0,-100.0,-100.0,,-17.4,,,,,,,,,,,,,-11.2,-10.8,19.4,-5.5,-4.4,-7.2,3.2,1.0,2728262.0,,0.0,0.0,0.0,,0.7,,,,,,,,48.3,77.3,,,,,,6.1,8.8,46.2,11.4,13.6,49.6,,,True,False
FI,Finland,Φινλανδία,2021,5533793.0,2799985.0,,28502.0,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,26.3,,,,,,,,,,,,,,,,,,,,,2733808.0,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,True,False
FI,Finland,Φινλανδία,2022,5548241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False
FR,France,Γαλλία,2011,64978721.0,,546543.0,267700.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,1241.0,4094.0,7149.0,5284.0,6839.0,7484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False
FR,France,Γαλλία,2012,65276983.0,33671600.0,571464.0,283339.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,1252.0,3718.0,7319.0,5256.0,6332.0,9350.0,,,,,,,,,,,,,,,,,,,0.9,-9.2,2.4,-0.5,-7.4,24.9,,,31605383.0,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,4.0,11.8,23.2,16.6,20.0,29.6,,,True,False
