country_code,Country,Country_gr,Year,Population,female_population,Deaths,Female deaths,Intentional female homicides,intentional_family,intentional_partner,Int_homicide_by_family_and_partner,femicides,homicide_total,vic_intimate_violence,reported_offences_int_violence,men_perpetrators_int_violence,physical_violence,psychological_violence,sexual_violence,economic_violence,rape_victims,protection_orders,men_prosecuted_for_int_violence,men_sentenced,men_held_in_prison,female_rape_victims,female_sex_assault_victims,rape_convicted,rape_prosecuted,rape_suspected,sex_assault_convicted,sex_assault_prosecuted,sex_assault_suspected,Intentional female homicides_pct_change,intentional_family_pct_change,intentional_partner_pct_change,Int_homicide_by_family_and_partner_pct_change,femicides_pct_change,homicide_total_pct_change,vic_intimate_violence_pct_change,reported_offences_int_violence_pct_change,men_perpetrators_int_violence_pct_change,physical_violence_pct_change,psychological_violence_pct_change,sexual_violence_pct_change,economic_violence_pct_change,rape_victims_pct_change,protection_orders_pct_change,men_prosecuted_for_int_violence_pct_change,men_sentenced_pct_change,men_held_in_prison_pct_change,rape_convicted_pct_change,rape_prosecuted_pct_change,rape_suspected_pct_change,sex_assault_convicted_pct_change,sex_assault_prosecuted_pct_change,sex_assault_suspected_pct_change,female_rape_victims_pct_change,female_sex_assault_victims_pct_change,male_population,Intentional female homicides_per_100000,intentional_family_per_100000,intentional_partner_per_100000,Int_homicide_by_family_and_partner_per_100000,femicides_per_100000,homicide_total_per_100000,vic_intimate_violence_per_100000,reported_offences_int_violence_per_100000,physical_violence_per_100000,psychological_violence_per_100000,sexual_violence_per_100000,economic_violence_per_100000,rape_victims_per_100000,female_rape_victims_per_100000,female_sex_assault_victims_per_100000,men_perpetrators_int_violence_per_100000,protection_orders_per_100000,men_prosecuted_for_int_violence_per_100000,men_sentenced_per_100000,men_held_in_prison_per_100000,rape_convicted_per_100000,rape_prosecuted_per_100000,rape_suspected_per_100000,sex_assault_convicted_per_100000,sex_assault_prosecuted_per_100000,sex_assault_suspected_per_100000,pct_of_jailed_from_prosecuted,pct_of_sentenced_from_prosecuted,comparable_femicides_countries,comparable_countries_reported_offences
SI,Slovenia,Σλοβενία,2021,2108977.0,1049039.0,23261.0,11420.0,6.0,5.0,1.0,6.0,4.0,17.0,970.0,1004.0,970.0,,,27.0,,54.0,836.0,1053.0,260.0,40.0,55.0,43.0,15.0,15.0,45.0,5.0,18.0,34.0,0.0,0.0,0.0,0.0,-60.0,-26.1,-12.1,-12.3,-12.1,,,17.4,,22.7,-9.5,-18.7,11.6,-9.1,200.0,-34.8,9.8,-37.5,100.0,-34.6,34.1,19.4,1059938.0,0.6,0.5,0.1,0.6,0.4,1.6,92.5,95.7,,,2.6,,5.1,5.2,4.1,91.5,78.9,99.3,24.5,3.8,1.4,1.4,4.2,0.5,1.7,3.2,3.8,24.7,True,True
SI,Slovenia,Σλοβενία,2022,2107180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True
ES,Spain,Ισπανία,2011,46667174.0,,387911.0,188057.0,128.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1094.0,6329.0,0.0,0.0,1048.0,0.0,0.0,4712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True
ES,Spain,Ισπανία,2012,46818219.0,23719207.0,402950.0,197030.0,124.0,0.0,0.0,0.0,,,,,,,,,,,,,,,923.0,5864.0,0.0,0.0,853.0,0.0,0.0,4486.0,-3.1,,,,,,,,,,,,,,,,,,,,-18.6,,,-4.8,-15.6,-7.3,23099012.0,0.5,0.0,0.0,0.0,,,,,,,,,,3.9,24.7,,,,,,0.0,0.0,3.7,0.0,0.0,19.4,,,True,True
ES,Spain,Ισπανία,2013,46727890.0,23710130.0,390419.0,190585.0,121.0,20.0,54.0,74.0,,,,,,,,,,,,,,,1237.0,5864.0,0.0,0.0,836.0,0.0,0.0,4498.0,-2.4,inf,inf,inf,,,,,,,,,,,,,,,,,-2.0,,,0.3,34.0,0.0,23017760.0,0.5,0.1,0.2,0.3,,,,,,,,,,5.2,24.7,,,,,,0.0,0.0,3.6,0.0,0.0,19.5,,,True,True
ES,Spain,Ισπανία,2014,46512199.0,23634738.0,395829.0,194259.0,127.0,12.0,57.0,69.0,55.0,99.0,,65990.0,60682.0,57518.0,7729.0,381.0,362.0,798.0,33167.0,46320.0,,,1207.0,7057.0,64.0,0.0,937.0,484.0,0.0,4996.0,5.0,-40.0,5.6,-6.8,,,,,,,,,,,,,,,inf,,12.1,inf,,11.1,-2.4,20.3,22877461.0,0.5,0.1,0.2,0.3,0.2,0.4,,279.2,243.4,32.7,1.6,1.5,3.4,5.1,29.9,265.2,145.0,202.5,,,0.3,0.0,4.1,2.1,0.0,21.8,,,True,True
ES,Spain,Ισπανία,2015,46449565.0,23623019.0,422568.0,209259.0,121.0,16.0,60.0,76.0,60.0,96.0,,66786.0,60877.0,57621.0,8334.0,443.0,388.0,759.0,36292.0,46277.0,24183.0,13575.0,1245.0,7675.0,40.0,0.0,876.0,453.0,0.0,5053.0,-4.7,33.3,5.3,10.1,9.1,-3.0,,1.2,0.3,0.2,7.8,16.3,7.2,-4.9,9.4,-0.1,,,-37.5,,-6.5,-6.4,,1.1,3.1,8.8,22826546.0,0.5,0.1,0.3,0.3,0.3,0.4,,282.7,243.9,35.3,1.9,1.6,3.2,5.3,32.5,266.7,159.0,202.7,105.9,59.5,0.2,0.0,3.8,2.0,0.0,22.1,29.3,52.3,True,True
ES,Spain,Ισπανία,2016,46440099.0,23632635.0,410611.0,201618.0,113.0,19.0,48.0,67.0,49.0,104.0,,66830.0,61221.0,58090.0,7878.0,488.0,374.0,794.0,37956.0,47247.0,25878.0,14004.0,1273.0,7333.0,52.0,0.0,688.0,412.0,0.0,3404.0,-6.6,18.8,-20.0,-11.8,-18.3,8.3,,0.1,0.6,0.8,-5.5,10.2,-3.6,4.6,4.6,2.1,7.0,3.2,30.0,,-21.5,-9.1,,-32.6,2.2,-4.5,22807464.0,0.5,0.1,0.2,0.3,0.2,0.4,,282.8,245.8,33.3,2.1,1.6,3.4,5.4,31.0,268.4,166.4,207.2,113.5,61.4,0.2,0.0,3.0,1.8,0.0,14.9,29.6,54.8,True,True
ES,Spain,Ισπανία,2017,46528024.0,23693426.0,424523.0,210287.0,113.0,17.0,47.0,64.0,50.0,106.0,,69481.0,63852.0,60050.0,8480.0,559.0,392.0,901.0,38501.0,49242.0,27103.0,14907.0,1431.0,9255.0,25.0,0.0,1045.0,410.0,0.0,6080.0,0.0,-10.5,-2.1,-4.5,2.0,1.9,,4.0,4.3,3.4,7.6,14.5,4.8,13.5,1.4,4.2,4.7,6.4,-51.9,,51.9,-0.5,,78.6,12.4,26.2,22834598.0,0.5,0.1,0.2,0.3,0.2,0.4,,293.3,253.4,35.8,2.4,1.7,3.8,6.0,39.1,279.6,168.6,215.6,118.7,65.3,0.1,0.0,4.6,1.8,0.0,26.6,30.3,55.0,True,True
ES,Spain,Ισπανία,2018,46658447.0,23776565.0,427721.0,211279.0,117.0,26.0,47.0,73.0,50.0,104.0,,73304.0,67836.0,62302.0,8790.0,657.0,1555.0,1073.0,39176.0,50459.0,27880.0,15633.0,1680.0,9388.0,34.0,0.0,1214.0,375.0,0.0,6759.0,3.5,52.9,0.0,14.1,0.0,-1.9,,5.5,6.2,3.8,3.7,17.5,296.7,19.1,1.8,2.5,2.9,4.9,36.0,,16.2,-8.5,,11.2,17.4,1.4,22881882.0,0.5,0.1,0.2,0.3,0.2,0.4,,308.3,262.0,37.0,2.8,6.5,4.5,7.1,39.5,296.5,171.2,220.5,121.8,68.3,0.1,0.0,5.3,1.6,0.0,29.5,31.0,55.3,True,True
ES,Spain,Ισπανία,2019,46937060.0,23927801.0,418703.0,206020.0,126.0,23.0,45.0,68.0,,,,,,,,,,,,,,,1550.0,10100.0,39.0,0.0,1235.0,415.0,0.0,6283.0,7.7,-11.5,-4.3,-6.8,,,,,,,,,,,,,,,14.7,,1.7,10.7,,-7.0,-7.7,7.6,23009259.0,0.5,0.1,0.2,0.3,,,,,,,,,,6.5,42.2,,,,,,0.2,0.0,5.4,1.8,0.0,27.3,,,True,True
ES,Spain,Ισπανία,2020,47332614.0,24133301.0,493776.0,244112.0,119.0,30.0,47.0,77.0,,,145731.0,,,,,,,,,,,,1384.0,7856.0,43.0,0.0,1044.0,397.0,0.0,5564.0,-5.6,30.4,4.4,13.2,,,,,,,,,,,,,,,10.3,,-15.5,-4.3,,-11.4,-10.7,-22.2,23199313.0,0.5,0.1,0.2,0.3,,,603.9,,,,,,,5.7,32.6,,,,,,0.2,0.0,4.5,1.7,0.0,24.0,,,True,True
ES,Spain,Ισπανία,2021,47398695.0,24171413.0,450.687,219240.0,108.0,,,,,,159352.0,,,,,,,,,,,,1774.0,2079.0,45.0,0.0,1272.0,443.0,0.0,1436.0,-9.2,,,,,,9.3,,,,,,,,,,,,4.7,,21.8,11.6,,-74.2,28.2,-73.5,23227282.0,0.4,,,,,,659.3,,,,,,,7.3,8.6,,,,,,0.2,0.0,5.5,1.9,0.0,6.2,,,True,True
ES,Spain,Ισπανία,2022,47432805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True
SE,Sweden,Σουηδία,2011,9415570.0,,89353.0,46344.0,25.0,0.0,0.0,0.0,,,,,,,,,,,,,,,6153.0,831.0,322.0,516.0,2730.0,580.0,719.0,2814.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True
SE,Sweden,Σουηδία,2012,9482855.0,4756021.0,91538.0,47653.0,21.0,0.0,0.0,0.0,,21.0,,,,,,,,,,,,,5915.0,804.0,319.0,499.0,2725.0,517.0,687.0,2674.0,-16.0,,,,,,,,,,,,,,,,,,-0.9,-3.3,-0.2,-10.9,-4.5,-5.0,-3.9,-3.2,4726834.0,0.4,0.0,0.0,0.0,,0.4,,,,,,,,124.4,16.9,,,,,,6.7,10.6,57.6,10.9,14.5,56.6,,,True,True
SE,Sweden,Σουηδία,2013,9555893.0,4789988.0,90083.0,46742.0,26.0,0.0,0.0,0.0,,26.0,,,,,,,,,,,,,5614.0,919.0,309.0,489.0,2625.0,501.0,765.0,2568.0,23.8,,,,,23.8,,,,,,,,,,,,,-3.1,-2.0,-3.7,-3.1,11.4,-4.0,-5.1,14.3,4765905.0,0.5,0.0,0.0,0.0,,0.5,,,,,,,,117.2,19.2,,,,,,6.5,10.3,55.1,10.5,16.1,53.9,,,True,True
SE,Sweden,Σουηδία,2014,9644864.0,4830507.0,88664.0,45594.0,25.0,0.0,0.0,0.0,,25.0,,15627.0,9261.0,15627.0,,,,3076.0,,2077.0,,,6304.0,9170.0,320.0,496.0,2773.0,446.0,719.0,2788.0,-3.8,,,,,-3.8,,,,,,,,,,,,,3.6,1.4,5.6,-11.0,-6.0,8.6,12.3,897.8,4814357.0,0.5,0.0,0.0,0.0,,0.5,,323.5,323.5,,,,63.7,130.5,189.8,192.4,,43.1,,,6.6,10.3,57.6,9.3,14.9,57.9,,,True,True
SE,Sweden,Σουηδία,2015,9747355.0,4875115.0,90549.0,46422.0,29.0,0.0,0.0,0.0,,29.0,,15717.0,9306.0,15717.0,,,,3056.0,,2016.0,,,5461.0,8173.0,288.0,490.0,2803.0,433.0,729.0,2912.0,16.0,,,,,16.0,,0.6,0.5,0.6,,,,-0.7,,-2.9,,,-10.0,-1.2,1.1,-2.9,1.4,4.4,-13.4,-10.9,4872240.0,0.6,0.0,0.0,0.0,,0.6,,322.4,322.4,,,,62.7,112.0,167.6,191.0,,41.4,,,5.9,10.1,57.5,8.9,15.0,59.8,,,True,True
SE,Sweden,Σουηδία,2016,9851017.0,4920051.0,90602.0,46561.0,29.0,0.0,0.0,0.0,,29.0,,12303.0,8033.0,12303.0,,,,3282.0,,1740.0,,,5819.0,9706.0,284.0,474.0,2882.0,515.0,829.0,3245.0,0.0,,,,,0.0,,-21.7,-13.7,-21.7,,,,7.4,,-13.7,,,-1.4,-3.3,2.8,18.9,13.7,11.4,6.6,18.8,4930966.0,0.6,0.0,0.0,0.0,,0.6,,250.1,250.1,,,,66.7,118.3,197.3,162.9,,35.3,,,5.8,9.6,58.4,10.4,16.8,65.8,,,True,True
SE,Sweden,Σουηδία,2017,9995153.0,4981806.0,91638.0,47116.0,27.0,0.0,10.0,10.0,10.0,27.0,,12003.0,7202.0,11993.0,,,,3755.0,,1458.0,,,6438.0,10162.0,287.0,487.0,3243.0,567.0,957.0,3616.0,-6.9,,inf,inf,,-6.9,,-2.4,-10.3,-2.5,,,,14.4,,-16.2,,,1.1,2.7,12.5,10.1,15.4,11.4,10.6,4.7,5013347.0,0.5,0.0,0.2,0.2,0.2,0.5,,240.9,240.7,,,,75.4,129.2,204.0,143.7,,29.1,,,5.7,9.7,64.7,11.3,19.1,72.1,,,True,True
SE,Sweden,Σουηδία,2018,10120242.0,5037580.0,91766.0,46769.0,33.0,0.0,22.0,22.0,22.0,33.0,,15124.0,8628.0,15102.0,,,,3997.0,,1736.0,,,7076.0,9974.0,375.0,586.0,3565.0,606.0,986.0,3831.0,22.2,,120.0,120.0,120.0,22.2,,26.0,19.8,25.9,,,,6.4,,19.1,,,30.7,20.3,9.9,6.9,3.0,5.9,9.9,-1.9,5082662.0,0.7,0.0,0.4,0.4,0.4,0.7,,300.2,299.8,,,,79.3,140.5,198.0,169.8,,34.2,,,7.4,11.5,70.1,11.9,19.4,75.4,,,True,True
SE,Sweden,Σουηδία,2019,10230185.0,5087747.0,88353.0,44740.0,25.0,0.0,16.0,16.0,16.0,25.0,,,,,,,,4799.0,,,,,7638.0,9816.0,473.0,743.0,4240.0,635.0,1051.0,4042.0,-24.2,,-27.3,-27.3,-27.3,-24.2,,,,,,,,20.1,,,,,26.1,26.8,18.9,4.8,6.6,5.5,7.9,-1.6,5142438.0,0.5,0.0,0.3,0.3,0.3,0.5,,,,,,,94.3,150.1,192.9,,,,,,9.2,14.4,82.5,12.3,20.4,78.6,,,True,True
SE,Sweden,Σουηδία,2020,10327589.0,5131775.0,,48743.0,25.0,0.0,13.0,13.0,13.0,25.0,,,,,,,,5471.0,,,,,8267.0,10144.0,523.0,858.0,4581.0,588.0,1069.0,4032.0,0.0,,-18.8,-18.8,-18.8,0.0,,,,,,,,14.0,,,,,10.6,15.5,8.0,-7.4,1.7,-0.2,8.2,3.3,5195814.0,0.5,0.0,0.3,0.3,0.3,0.5,,,,,,,106.6,161.1,197.7,,,,,,10.1,16.5,88.2,11.3,20.6,77.6,,,True,True
SE,Sweden,Σουηδία,2021,10379295.0,5156448.0,,45474.0,24.0,,,,15.0,24.0,,,,,,,,,,,,,,,,,,,,,-4.0,,,,15.4,-4.0,,,,,,,,,,,,,,,,,,,,,5222847.0,0.5,,,,0.3,0.5,,,,,,,,,,,,,,,,,,,,,,,True,True
SE,Sweden,Σουηδία,2022,10452326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True
EL,Greece,,2010,,,,,,,,,11.0,33.0,,1303.0,,,,,,263.0,,,,,263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
