DATAFLOW,LAST UPDATE,freq,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,TR,2017,39771221,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,TR,2018,40275390,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,TR,2019,40863902,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,TR,2020,41433861,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,TR,2021,41698377,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UA,2012,24476570,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UA,2013,24409948,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UA,2014,24327606,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UA,2015,22971835,b
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UA,2016,22872998,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UA,2017,22770325,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UA,2018,22658586,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UA,2019,22528292,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UA,2020,22389339,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UA,2021,22223341,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UK,2012,32288847,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UK,2013,32481221,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UK,2014,32687816,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UK,2015,32919294,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UK,2016,33152984,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UK,2017,33364404,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UK,2018,33563620,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UK,2019,33746076,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,UK,2020,,p
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,XK,2012,,p
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,XK,2016,888310,p
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,XK,2017,901303,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,XK,2018,910355,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,XK,2019,910253,
ESTAT:DEMO_PJAN(1.0),22/06/22 23:00:00,A,NR,TOTAL,F,XK,2020,907234,
